RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;-------;-------;-------
132.30589464977;+10.67898247803;          ;         ;         ;20.6198;20.6374;18.9937
132.32823958704;+10.67134001898;    0.9626;    3.449;    2.296;16.6078;17.1730;15.9113
132.30939318568;+10.67794594054;   -0.3994;    0.723;   -1.869;19.7980;20.0477;19.2693
132.32074516284;+10.67424267992;    0.8383;   -1.327;   -4.755;14.9763;15.3394;14.4436
132.32043705056;+10.67420254282;          ;         ;         ;19.2936;       ;
132.23053349090;+10.61881752967;    0.1368;   -4.347;   -3.184;18.4294;18.8000;17.9627
132.24195611811;+10.63667730809;          ;         ;         ;20.9283;22.5953;19.7111
132.23702957926;+10.63037196064;    0.3902;   -0.317;   -6.596;19.2011;19.6483;18.6477
132.23841975012;+10.64771504534;    1.1484;    5.818;  -40.236;20.7601;21.1948;19.8754
132.25062297753;+10.65712982315;    1.2534;   -6.537;   -4.611;19.4516;20.1951;18.4560
132.25968143024;+10.66658598473;          ;         ;         ;21.0383;       ;
132.24338679464;+10.65185772336;   -0.1969;    0.145;   -5.397;20.4396;20.6671;19.9459
132.25623983144;+10.64184711167;    0.5317;  -10.575;   -8.218;15.4651;15.8011;14.9677
132.22651223277;+10.65249096353;    0.6461;   -2.345;    1.135;19.8959;20.1718;19.1037
132.22629510750;+10.65334629636;    0.3715;    2.337;   -5.287;18.5187;19.4295;17.6096
132.21703779331;+10.65455453237;    0.2600;   -1.290;   -0.624;18.1941;18.3106;18.0564
132.19935812884;+10.65693526531;    0.6677;   -2.564;   -7.232;20.1400;21.1663;19.0905
132.21169245492;+10.67337391372;    0.1862;   -1.124;    1.261;19.3388;19.7630;18.8644
132.24323484325;+10.68045425423;    0.4018;   -1.293;    2.927;18.0635;18.7875;17.1605
132.27450523542;+10.65966437043;    0.4855;   -5.903;   -0.005;12.0608;12.6249;11.3720
132.27480751237;+10.67190380391;    0.2575;   -4.366;   -5.711;19.2772;20.3538;18.2293
132.26760918784;+10.67319857318;    0.2248;   -1.723;   -3.954;17.1586;17.5197;16.6557
132.27581503743;+10.66005220555;    3.5945;   -6.358;    1.226;20.2933;       ;
132.28155204206;+10.68421779327;          ;         ;         ;21.2969;       ;
132.26462025924;+10.67470207877;    0.2771;    2.574;   -5.749;19.0663;19.5675;18.4117
132.28510250443;+10.68421942541;          ;         ;         ;20.8145;21.0158;20.3360
132.27778000205;+10.67015742024;   -0.0799;   -3.047;    0.354;20.5434;21.5254;19.2872
132.27238829383;+10.67203987299;    0.0102;   -3.183;   -7.850;20.7942;21.6668;19.4031
132.30896612646;+10.70036288375;   -0.0579;    0.320;   -3.506;19.9557;20.1825;19.4433
132.29725961599;+10.68073576848;    1.0696;    1.623;    1.610;19.3334;20.2996;18.3461
132.30556636757;+10.68420307864;    0.3533;   -1.796;   -3.636;19.1399;19.7386;18.3937
132.29585105853;+10.68696591354;    1.0624;   -5.887;    6.408;19.2075;20.3912;18.1297
132.28959925308;+10.68290954324;    0.8440;    0.675;   -6.488;20.3318;20.8786;19.2574
132.29299888081;+10.69694463589;    0.0321;   -6.047;    0.200;19.0573;19.6621;18.3462
132.28534824330;+10.69452707785;    0.7027;   -0.550;   -6.167;19.7517;20.9531;18.5578
132.30780092774;+10.68476416799;    1.4446;    2.870;   -3.976;20.1513;21.2483;18.9997
132.27894390660;+10.69266874790;    0.9063;   -1.729;   -4.260;17.4035;18.2860;16.4963
132.29927855163;+10.69750853890;    0.6186;   -4.848;   -1.031;14.9736;15.2680;14.5163
132.29850259556;+10.69763938803;   -0.0453;   -1.837;   -0.009;18.8817;19.0584;17.7268
132.29468926231;+10.68167762647;    0.7891;   -8.755;  -10.286;17.1040;17.7424;16.3438
132.30183052865;+10.69635700455;    0.1930;   -0.498;   -1.413;14.6508;14.9926;14.1293
132.23658413636;+10.69087680585;    1.0244;   -5.542;    2.479;19.1014;19.8852;18.2143
132.26249356680;+10.69061688219;    1.5097;    7.234;   -6.724;20.8519;21.0036;19.7907
132.25985341432;+10.71037486422;    2.0989;   -6.871;   -4.260;20.1256;21.1075;18.9065
132.27983888887;+10.71928577721;    1.6239;    0.410;   -2.959;20.5637;20.7402;19.4900
132.28708953583;+10.71307292135;    0.6198;    4.004;   -5.575;19.5722;20.3157;18.7819
132.27802055434;+10.71193893525;          ;         ;         ;20.9828;21.8313;19.4906
132.27309298829;+10.72084717655;   -0.0670;   -1.381;   -0.425;19.5114;19.7745;19.1927
